X_train,y_train
"[59514, 3592, 514, 4, 16359, 3, 138, 86, 73, 17214, 1348, 61, 94, 118, 29717, 11415, 3, 0]","[59514, 25365, 9531, 14, 6, 27740, 3, 508, 76, 95, 39654, 65, 626, 6, 358, 66, 68, 6, 431, 345, 38475, 31094, 3, 0]"
"[59514, 38076, 24, 28733, 10043, 2, 5636, 28, 0]","[59514, 5788, 51, 24, 29935, 2, 5936, 28, 0]"
"[59514, 4193, 0]","[59514, 4193, 0]"
"[59514, 3689, 1156, 1721, 18, 8451, 3, 0]","[59514, 12556, 3069, 34, 34962, 31, 14, 6, 19140, 3, 0]"
"[59514, 2668, 1221, 3, 6677, 0]","[59514, 1221, 3, 6677, 2436, 166, 1026, 18, 49, 46152, 5817, 0]"
"[59514, 97, 4, 1920, 1684, 21, 8871, 12788, 52, 271, 16494, 9, 37, 267, 23104, 10, 1413, 3, 6369, 101, 30, 218, 86, 1240, 117, 267, 23104, 15675, 10, 1413, 15675, 2, 5534, 3, 213, 115, 3255, 147, 16494, 9, 12, 4, 26354, 239, 33, 55, 115, 1240, 117, 9838, 2089, 2, 57, 649, 40288, 2026, 2, 42, 424, 151, 5487, 3, 0]","[59514, 277, 19, 8360, 2873, 4789, 95, 1790, 203, 32239, 9, 36132, 13536, 11, 19265, 10788, 3, 134, 22043, 7382, 88, 7112, 590, 5462, 193, 3254, 36132, 13536, 11, 193, 3254, 563, 3, 344, 1069, 6002, 20, 6, 362, 32239, 9, 36, 19, 1826, 374, 20, 6, 16560, 23, 34, 24608, 17, 716, 305, 16028, 59, 716, 4336, 35564, 9, 3, 0]"
"[59514, 8136, 0]","[59514, 8136, 657, 23691, 1510, 10749, 323, 3644, 18467, 0]"
"[59514, 13277, 0]","[59514, 14781, 20, 6, 1303, 0]"
"[59514, 6186, 37, 0]","[59514, 6178, 402, 38492, 0]"
"[59514, 11157, 4577, 0]","[59514, 20340, 14, 6, 12440, 0]"
"[59514, 213, 52, 2308, 479, 568, 4, 2110, 21622, 69, 73, 3607, 3, 0]","[59514, 2422, 3364, 43, 9664, 1334, 29, 8, 8198, 6529, 15, 24378, 3, 0]"
"[59514, 21451, 7865, 4169, 0]","[59514, 9102, 5, 33030, 0]"
"[59514, 25218, 17521, 932, 1123, 75, 0]","[59514, 33355, 19592, 40, 34, 261, 0]"
"[59514, 2665, 101, 2561, 0]","[59514, 3722, 13, 3884, 909, 8106, 352, 7, 4, 5470, 2, 18, 841, 492, 8409, 0]"
"[59514, 596, 15905, 2, 385, 1312, 25413, 177, 263, 74, 268, 263, 0]","[59514, 596, 15905, 2, 385, 1312, 25413, 177, 263, 74, 268, 263, 0]"
"[59514, 526, 3261, 0]","[59514, 526, 3261, 0]"
"[59514, 236, 973, 1162, 75, 17140, 0]","[59514, 12673, 1162, 75, 20810, 9359, 51, 429, 817, 5188, 7461, 6092, 3, 4486, 122, 0]"
"[59514, 14953, 47, 579, 77, 415, 85, 7833, 12, 126, 1045, 152, 402, 2635, 1506, 511, 50, 664, 73, 1680, 212, 11056, 50, 1536, 32, 33, 54, 0]","[59514, 131, 6056, 3820, 34, 415, 44, 95, 19255, 17, 20, 6, 362, 1045, 175, 402, 2635, 1506, 511, 50, 76, 3392, 1452, 1607, 3, 1955, 402, 29033, 54, 0]"
"[59514, 19335, 21300, 25218, 0]","[59514, 28155, 3332, 8103, 139, 13, 4027, 0]"
"[59514, 878, 10503, 0]","[59514, 878, 2734, 0]"
"[59514, 213, 3964, 145, 0]","[59514, 344, 867, 5915, 402, 29033, 145, 0]"
"[59514, 12450, 10770, 5530, 10, 10953, 142, 8351, 71, 4, 476, 195, 0]","[59514, 12433, 27674, 5, 10770, 5530, 11, 22, 5945, 49, 19463, 0]"
"[59514, 160, 32, 15, 7426, 7, 402, 2635, 9917, 16762, 50, 33, 2460, 37134, 650, 8828, 3, 932, 28709, 25578, 4, 1459, 33, 55, 6871, 7900, 15, 5990, 33, 7592, 270, 542, 7, 1459, 61, 32, 3, 97, 4, 1156, 1317, 55, 86, 907, 4, 681, 1184, 7, 1459, 10, 4, 5990, 154, 552, 18, 4, 14802, 3, 0]","[59514, 6025, 43, 38, 2747, 5, 402, 2635, 9917, 75, 352, 50, 44, 3865, 8, 5768, 1836, 65, 3860, 3, 2269, 8, 33916, 8591, 14597, 1754, 2, 19, 1459, 29, 88, 39725, 2716, 38, 4330, 44, 3825, 5, 2709, 542, 5, 1459, 92, 62, 6, 1848, 3, 277, 8, 1107, 3204, 2, 88, 7485, 16, 1256, 1184, 5, 1459, 207, 29, 8, 4330, 68, 6, 489, 5347, 31, 14, 6, 21975, 3, 0]"
"[59514, 301, 548, 24, 3878, 4757, 0]","[59514, 301, 548, 24, 3878, 4757, 0]"
"[59514, 20775, 234, 3, 1782, 17143, 0]","[59514, 20775, 234, 3, 1782, 17143, 0]"
"[59514, 5658, 746, 17314, 37, 0]","[59514, 19265, 5, 11964, 402, 38492, 0]"
"[59514, 35, 21512, 9436, 2, 18, 13829, 21512, 9436, 2, 806, 4833, 9436, 10, 18, 13829, 806, 4833, 9436, 5534, 3, 0]","[59514, 6776, 772, 5462, 8, 492, 2614, 8030, 10131, 8979, 1754, 11, 8, 492, 2614, 8030, 10131, 8979, 1754, 22088, 20, 6, 93, 384, 3, 0]"
"[59514, 3020, 55, 115, 8236, 4, 545, 7, 37175, 403, 12, 7528, 4212, 3, 443, 37175, 126, 232, 14541, 52, 3819, 2, 154, 86, 4580, 246, 235, 403, 18, 4, 1631, 7, 4, 417, 57, 4, 7384, 7, 1863, 346, 4, 365, 32, 3150, 3, 1963, 33, 4, 545, 7, 37175, 403, 12, 7528, 8518, 2619, 94, 12, 45, 545, 12809, 24, 1584, 4, 6, 6407, 6351, 25, 75, 2914, 102, 0]","[59514, 344, 1069, 4092, 769, 19, 37582, 11648, 13, 4882, 1972, 27, 14268, 16, 384, 9, 3, 350, 34, 37582, 11648, 8821, 22, 37582, 11648, 5549, 43, 18524, 2, 92, 81, 6, 31447, 756, 29, 62, 6, 107, 43, 1972, 31, 8, 1918, 5, 14, 6, 1015, 59, 31, 38, 332, 5, 1470, 311, 34, 384, 43, 1873, 3, 16468, 402, 38492, 19, 37582, 11648, 13, 4882, 1972, 27, 14268, 16, 2218, 17367, 168, 100, 7102, 31, 14, 6, 31017, 153, 402, 29033, 41446, 402, 29033, 1958, 0]"
"[59514, 1992, 15237, 0]","[59514, 12068, 687, 21, 5180, 247, 0]"
"[59514, 4192, 9288, 0]","[59514, 4192, 9288, 0]"
"[59514, 13550, 9, 4, 1017, 1451, 7, 4, 47732, 48, 15, 6615, 3296, 2758, 7, 4, 238, 14409, 24, 18583, 514, 4612, 33228, 9, 28, 542, 3, 0]","[59514, 3453, 36198, 19, 2023, 4006, 22, 115, 10078, 9, 127, 2758, 589, 4071, 412, 431, 39, 2454, 238, 14409, 24, 18583, 514, 4612, 18945, 8775, 102, 0]"
"[59514, 25807, 0]","[59514, 25807, 0]"
"[59514, 402, 6186, 9, 110, 0]","[59514, 402, 6178, 9, 110, 0]"
"[59514, 856, 2, 402, 2635, 9766, 9, 50, 32, 73, 424, 26, 2376, 3, 213, 115, 913, 40953, 9, 10, 22270, 42, 402, 2635, 9766, 9, 50, 2, 1097, 4, 13018, 10, 7433, 3242, 7460, 10906, 3, 402, 2635, 9766, 9, 50, 4336, 1186, 5701, 40953, 9, 336, 2113, 4686, 6, 9, 87, 1430, 6807, 934, 10, 34812, 9, 8403, 10474, 3, 7981, 5701, 27058, 22270, 2, 18765, 9, 2, 10, 39561, 2127, 794, 52, 121, 2738, 3, 21817, 62, 352, 1146, 74, 5867, 28521, 52, 3003, 1980, 208, 4, 643, 6240, 6, 9, 8117, 746, 2805, 2, 10, 4, 3242, 7460, 4798, 4353, 1252, 827, 649, 12, 98, 7, 117, 40953, 6, 9, 3281, 3, 3242, 7460, 6, 9, 8113, 74, 21490, 7759, 3707, 26, 32953, 0]","[59514, 2373, 2, 402, 2635, 9766, 9, 50, 81, 6, 82, 53, 29, 27, 16, 3540, 3, 344, 1069, 5945, 139, 13, 40828, 9, 11, 13, 24722, 72, 402, 2635, 9766, 9, 50, 2, 23, 4068, 14, 6, 21274, 20923, 22557, 11, 24943, 24350, 561, 3, 402, 2635, 9766, 9, 50, 18110, 652, 40828, 9, 11868, 2, 284, 8, 1039, 87, 1430, 6807, 5, 2113, 4686, 11, 16, 335, 859, 8403, 10474, 3, 5692, 24722, 27058, 2, 13, 18765, 9, 11, 13, 2902, 2807, 25433, 9, 70, 231, 20867, 3, 83, 9224, 8736, 127, 15398, 17221, 402, 29033, 583, 402, 29033, 2700, 70, 12161, 1701, 31, 19, 2805, 41242, 1558, 2, 11, 19, 17912, 5, 767, 24350, 561, 4357, 34, 1400, 3679, 56, 1965, 5, 193, 40828, 0]"
"[59514, 238, 778, 401, 8863, 5373, 1223, 50, 1193, 50, 6188, 28, 0]","[59514, 238, 778, 401, 32043, 817, 8863, 5373, 402, 29033, 50, 3203, 402, 29033, 50, 7077, 28, 0]"
"[59514, 39270, 34052, 2476, 44365, 9, 3, 12432, 16488, 2, 4798, 57, 43703, 33958, 26, 2118, 3, 10540, 57, 1675, 21, 23298, 12, 9448, 3, 0]","[59514, 33469, 590, 13, 32717, 5, 16347, 265, 5821, 137, 2949, 3711, 3, 33550, 16, 6584, 9, 15066, 2, 16488, 59, 18579, 46367, 51, 27, 16, 2118, 3, 20474, 590, 17176, 59, 1675, 21, 43958, 27, 11425, 3, 0]"
"[59514, 1414, 5277, 0]","[59514, 25444, 89, 584, 9712, 2, 33456, 333, 774, 19084, 2, 10191, 333, 4538, 4378, 2, 17357, 14413, 9460, 4386, 3864, 32996, 1510, 10749, 323, 3644, 18467, 0]"
"[59514, 26088, 4295, 301, 548, 26, 4438, 3, 0]","[59514, 34688, 20, 6, 9126, 153, 402, 29033, 301, 548, 402, 29033, 416, 23, 28013, 3, 0]"
"[59514, 35, 1129, 7, 4, 1158, 8998, 0]","[59514, 60, 689, 22, 2243, 15393, 0]"
"[59514, 31417, 2560, 25132, 20218, 0]","[59514, 6614, 51, 16550, 8447, 309, 774, 25796, 51, 3148, 63, 4662, 1406, 0]"
"[59514, 402, 28944, 0]","[59514, 24251, 0]"
"[59514, 45451, 27346, 0]","[59514, 39433, 1547, 5, 7061, 5819, 0]"
"[59514, 22044, 386, 35474, 0]","[59514, 34238, 5, 2454, 738, 22044, 21332, 0]"
"[59514, 6053, 4, 11949, 9319, 5990, 0]","[59514, 21404, 12132, 8, 4330, 40, 5891, 13, 23345, 0]"
"[59514, 2750, 236, 3, 84, 13146, 2037, 1222, 234, 139, 3, 0]","[59514, 2750, 236, 3, 84, 13146, 15684, 75, 234, 139, 3, 0]"
"[59514, 3583, 108, 37, 0]","[59514, 8448, 21975, 402, 38492, 0]"
"[59514, 6369, 12, 5139, 15, 1344, 0]","[59514, 9538, 27, 4094, 38, 780, 0]"
"[59514, 5133, 20769, 0]","[59514, 17830, 63, 1249, 0]"
"[59514, 5537, 7, 6467, 1410, 2118, 33, 161, 45, 23847, 288, 526, 381, 4869, 602, 32, 403, 46, 126, 3180, 3, 7981, 2619, 115, 45, 3278, 235, 13538, 2318, 25, 50, 6, 160, 86, 29711, 4, 58, 7185, 14663, 2674, 149, 6443, 3, 0]","[59514, 6708, 13, 2118, 23, 863, 5, 3745, 44, 6000, 100, 30028, 114, 1082, 526, 381, 4869, 602, 43, 1972, 40, 20, 6, 362, 3850, 3, 5692, 2218, 388, 100, 30683, 174, 30, 16, 25034, 40, 13, 153, 402, 29033, 50, 402, 29033, 2165, 66, 44, 7324, 63, 14, 6, 14916, 153, 402, 29033, 20570, 24257, 402, 29033, 1958, 0]"
"[59514, 402, 4612, 0]","[59514, 8530, 0]"
"[59514, 47, 20176, 0]","[59514, 47, 222, 19890, 114, 0]"
"[59514, 20570, 12, 11523, 4, 1528, 365, 7, 18573, 30, 7875, 5537, 10, 1717, 488, 7875, 11370, 2805, 9, 3, 0]","[59514, 20570, 2147, 5, 34656, 19, 384, 13756, 20, 6, 13635, 31, 16, 2805, 9, 153, 402, 29033, 7182, 8, 1107, 402, 29033, 416, 11, 153, 402, 29033, 2935, 17, 8, 1107, 5, 4767, 402, 29033, 1958, 0]"
"[59514, 48775, 7, 6894, 2, 49, 44230, 1630, 64, 15, 1233, 2, 57, 4, 11046, 57, 38054, 8335, 3, 0]","[59514, 13209, 35548, 13, 10002, 2, 13, 5623, 21258, 21719, 9, 20, 6, 112, 1233, 2, 59, 16, 8335, 16787, 59, 37797, 9, 3, 0]"
"[59514, 160, 13847, 3328, 1468, 33, 79, 73, 118, 1456, 3, 37428, 4, 6240, 86, 42877, 218, 1468, 3, 0]","[59514, 2916, 38417, 3108, 13, 2406, 44, 81, 6, 539, 53, 90, 8869, 3, 80, 10341, 5, 8, 7552, 35406, 8, 3948, 5, 129, 1871, 3, 0]"
"[59514, 402, 28422, 139, 0]","[59514, 7206, 17, 14, 6, 5505, 0]"
"[59514, 747, 840, 4, 1018, 86, 73, 45, 2038, 0]","[59514, 747, 3697, 29, 19, 3220, 81, 6, 13406, 53, 5, 3728, 0]"
"[59514, 213, 115, 5487, 30, 1461, 12, 552, 15, 191, 2, 11920, 442, 24, 1637, 55, 639, 12, 8236, 147, 232, 151, 442, 28, 10, 30, 34559, 108, 12, 6523, 4, 705, 442, 3, 16959, 1556, 9, 4, 1317, 2, 402, 986, 51, 50, 61, 6523, 9, 98, 152, 151, 442, 10, 31796, 9, 33, 151, 3, 0]","[59514, 375, 24608, 36, 134, 14268, 38, 495, 1328, 20, 6, 4837, 38, 784, 442, 8287, 174, 88, 22300, 4092, 652, 905, 2, 11, 34, 24608, 36, 134, 7324, 38, 1328, 5, 7324, 8, 1596, 442, 3, 25849, 1448, 108, 1328, 20, 6, 10309, 1448, 108, 8, 1107, 2, 402, 137, 1418, 50, 68, 6, 107, 35188, 363, 16, 905, 4271, 38, 2, 68, 6, 107, 906, 30603, 6094, 51, 2497, 3, 0]"
"[59514, 304, 12815, 124, 12, 5407, 37, 301, 548, 0]","[59514, 34688, 20, 6, 10356, 19, 356, 37, 301, 548, 0]"
"[59514, 4484, 4, 15173, 75, 1432, 3655, 3594, 0]","[59514, 22551, 8, 2823, 20, 6, 5376, 60, 567, 1432, 0]"
"[59514, 1121, 197, 47, 399, 402, 2635, 186, 8577, 259, 50, 1769, 205, 606, 15, 2805, 2341, 54, 47, 4627, 81, 6, 75, 5407, 15, 760, 6536, 288, 4, 2805, 2341, 32, 16756, 145, 0]","[59514, 1511, 183, 21395, 402, 2635, 186, 8577, 259, 50, 294, 11831, 5, 2805, 402, 29033, 54, 131, 76, 1571, 53, 13988, 5, 6104, 1150, 8, 11831, 5, 2805, 43, 16756, 402, 29033, 145, 0]"
"[59514, 9673, 101, 67, 2674, 14727, 9, 4, 14641, 4353, 239, 33, 271, 13847, 2868, 115, 45, 2319, 71, 2015, 3, 0]","[59514, 60, 1886, 5, 120, 2674, 62, 8485, 511, 19, 17912, 5, 2884, 5, 686, 17, 14268, 203, 2868, 17, 38417, 9, 17, 8, 447, 3, 0]"
"[59514, 31394, 2805, 26, 46607, 10, 3051, 74, 40171, 834, 46607, 3, 0]","[59514, 7378, 41242, 27, 16, 7061, 5819, 11, 49, 17271, 402, 29033, 583, 3259, 17271, 13, 7061, 5819, 5465, 3, 0]"
"[59514, 1989, 5310, 5407, 288, 7765, 26, 15, 19925, 3, 0]","[59514, 34688, 20, 6, 23829, 614, 14, 6, 13998, 5, 2653, 3, 0]"
"[59514, 249, 5526, 0]","[59514, 2136, 5, 4288, 0]"
"[59514, 11016, 144, 24, 1806, 75, 8409, 28, 0]","[59514, 12287, 144, 24, 3375, 162, 17741, 28, 0]"
"[59514, 35, 22313, 5884, 0]","[59514, 87, 6, 23, 1160, 31798, 0]"
"[59514, 443, 55, 3734, 4, 9673, 9319, 2, 4, 44656, 86, 45, 6360, 18, 4, 478, 12, 57, 2, 30, 117, 2674, 2, 46, 4, 14347, 55, 4700, 1043, 3, 0]","[59514, 17096, 4378, 5, 6745, 402, 38492, 8941, 7492, 37, 17502, 6602, 24670, 9, 0]"
"[59514, 375, 514, 12, 1769, 272, 301, 4494, 26088, 37, 301, 331, 0]","[59514, 34688, 5, 21395, 19, 10929, 5, 301, 4494, 34023, 402, 38492, 301, 331, 0]"
"[59514, 7478, 4798, 2704, 0]","[59514, 28683, 23, 1131, 22, 767, 5, 5056, 21332, 0]"
"[59514, 8650, 8565, 6819, 465, 21551, 9, 0]","[59514, 84, 29409, 108, 363, 16, 465, 9340, 0]"
"[59514, 1717, 15, 191, 7732, 0]","[59514, 2935, 34, 666, 5509, 0]"
"[59514, 35113, 15, 10207, 0]","[59514, 3332, 8103, 139, 34, 432, 0]"
"[59514, 596, 40150, 0]","[59514, 4916, 29790, 21, 19794, 0]"
"[59514, 3688, 235, 55, 639, 304, 3644, 2678, 21, 190, 673, 9218, 3621, 12879, 12, 45, 5125, 3, 0]","[59514, 89, 39449, 823, 174, 88, 3586, 29, 16, 41683, 9558, 27429, 72, 304, 3644, 2678, 926, 23280, 3, 0]"
"[59514, 4175, 7, 4, 1139, 7, 402, 4486, 3525, 46589, 50, 52, 2675, 18, 4, 669, 1121, 12, 7875, 2, 1446, 196, 52, 271, 1140, 2490, 10642, 33, 4651, 4, 2955, 7, 1903, 37, 1911, 48, 18943, 10, 4486, 3525, 46589, 50, 3, 138, 32, 330, 12, 340, 85, 10642, 52, 18, 744, 288, 55, 52, 7389, 15, 2796, 3, 402, 4486, 3525, 46589, 50, 6860, 3826, 9, 4, 4033, 10642, 26, 15, 2796, 288, 55, 1903, 151, 7, 96, 1168, 10, 4, 1139, 26, 471, 2796, 52, 3150, 18, 4, 10207, 15459, 34955, 5311, 3, 0]","[59514, 80, 1565, 13, 1369, 5, 402, 4486, 3525, 139, 93, 1432, 50, 70, 20888, 31, 8, 669, 1511, 2742, 2, 3205, 92, 167, 15, 203, 1369, 20280, 44, 25941, 19, 2955, 5, 2443, 402, 38492, 27092, 24528, 15666, 11, 4486, 3525, 139, 93, 1432, 50, 3, 104, 43, 330, 5, 730, 3179, 6442, 43, 4263, 1150, 88, 39749, 3, 402, 4486, 3525, 139, 93, 1432, 50, 24084, 7080, 16, 1369, 17670, 9, 1150, 88, 37385, 38, 332, 11, 16, 1369, 5, 521, 332, 70, 34338, 31, 8, 8856, 5, 1199, 17989, 5, 3117, 3, 0]"
"[59514, 18466, 43345, 111, 0]","[59514, 21404, 2672, 40, 14, 6, 12649, 0]"
"[59514, 1414, 5277, 0]","[59514, 9097, 21, 1430, 63, 24165, 1992, 11973, 584, 2, 12474, 3227, 1672, 89, 2130, 190, 2, 17357, 14413, 9460, 4386, 3864, 32996, 1510, 10749, 323, 3644, 18467, 0]"
"[59514, 6388, 7637, 0]","[59514, 6388, 7637, 166, 1026, 18, 8330, 190, 0]"
"[59514, 1989, 5310, 1240, 301, 548, 26, 5227, 0]","[59514, 34688, 20, 6, 9126, 301, 548, 23, 4767, 0]"
"[59514, 5118, 9, 5990, 34955, 3, 32872, 5990, 18, 3086, 11118, 43221, 18370, 2454, 3, 47591, 9, 12, 4, 25352, 2, 235, 3278, 3, 0]","[59514, 33261, 8, 8856, 5, 1199, 13, 5943, 3, 6776, 772, 16, 5943, 39, 2454, 3086, 11118, 612, 11395, 334, 3, 577, 5891, 2, 92, 62, 6, 1848, 22, 23408, 2, 62, 6, 107, 43, 21047, 3, 0]"
"[59514, 8251, 63, 2846, 22044, 37292, 3847, 0]","[59514, 4257, 1597, 3386, 22044, 5, 8251, 63, 2846, 0]"
"[59514, 37313, 1648, 16036, 13572, 7823, 9, 110, 0]","[59514, 30349, 1648, 16036, 139, 16, 27838, 9, 25580, 110, 0]"
"[59514, 5118, 30233, 0]","[59514, 8140, 16, 12719, 0]"
"[59514, 14970, 4723, 6581, 108, 0]","[59514, 134, 21, 19794, 304, 33008, 0]"
"[59514, 3818, 2026, 1317, 3, 3, 0]","[59514, 16827, 8, 1107, 13, 21115, 3, 0]"
"[59514, 3138, 55, 2210, 55, 639, 12, 14821, 4, 11920, 15675, 301, 548, 10, 98, 96, 1632, 17459, 794, 54, 5164, 1632, 17459, 794, 1298, 73, 45, 11920, 10, 103, 9668, 86, 45, 43200, 48, 276, 3, 2476, 6501, 33, 43200, 4036, 52, 73, 12119, 208, 117, 267, 23104, 15675, 10, 52, 17849, 11285, 3, 0]","[59514, 24730, 41, 682, 1836, 7324, 19, 3254, 8287, 301, 548, 207, 29, 163, 266, 21, 47164, 9, 402, 29033, 54, 793, 388, 76, 53, 100, 28650, 11, 219, 372, 814, 849, 34691, 3, 14773, 2, 16, 4036, 26197, 76, 70, 53, 12237, 31, 8, 5759, 226, 13536, 11, 70, 598, 16629, 24951, 3, 0]"
"[59514, 16897, 3637, 12, 907, 4, 542, 7, 4, 5709, 3, 35, 9378, 32, 34873, 30, 4, 1018, 7, 4, 20767, 635, 623, 5882, 10, 4, 293, 19144, 576, 86, 3359, 4, 5709, 542, 3, 26440, 24, 3432, 40112, 1586, 20767, 635, 623, 4586, 9077, 9077, 2548, 2846, 401, 4392, 63, 21, 265, 150, 21, 1842, 328, 2846, 28, 4586, 9926, 9077, 9077, 9077, 9077, 9, 4392, 63, 21, 265, 150, 21, 1842, 328, 2846, 50, 4193, 635, 623, 4586, 9926, 9077, 9077, 9077, 9077, 9, 401, 4392, 63, 21, 265, 150, 21, 1842, 328, 2846, 745, 160, 86, 5882, 17153, 9, 324, 987, 9715, 247, 839, 226, 1711, 4586, 9926, 10007, 247, 50, 3, 2167, 67, 17153, 32, 34873, 10, 61, 86, 907, 191, 10007, 247, 0]","[59514, 9590, 985, 14330, 2147, 5, 1512, 19, 542, 5, 14, 6, 12039, 3, 60, 10804, 43, 19911, 127, 19, 3220, 5, 333, 5749, 6200, 635, 623, 11, 8, 677, 22732, 26235, 51, 41495, 19, 542, 20, 6, 12039, 3, 25855, 24, 9, 6946, 376, 13375, 28, 402, 38492, 333, 5749, 6200, 635, 623, 4586, 9077, 9077, 2548, 2846, 401, 4392, 63, 21, 265, 150, 21, 1842, 328, 2846, 28, 4586, 772, 1146, 9077, 9077, 9077, 9077, 9, 4392, 63, 21, 265, 150, 21, 1842, 328, 2846, 50, 4193, 635, 623, 4586, 772, 1146, 9077, 9077, 9077, 9077, 9, 401, 4392, 63, 21, 265, 150, 21, 1842, 328, 2846, 745, 1714, 8576, 3489, 756, 13, 12487, 127, 987, 9715, 247, 27953, 1711, 4586, 772, 1146, 10007, 247, 0]"
"[59514, 4697, 40857, 0]","[59514, 1948, 12259, 7036, 0]"
"[59514, 2213, 251, 720, 2049, 9, 483, 9, 73, 928, 3, 156, 7150, 3748, 2454, 2559, 73, 494, 3, 0]","[59514, 34688, 5, 1512, 19, 201, 153, 402, 29033, 251, 720, 15668, 483, 9, 402, 29033, 1958, 12812, 738, 11787, 21, 381, 3748, 140, 2200, 3, 0]"
"[59514, 402, 12802, 3, 26702, 3, 2824, 50, 0]","[59514, 402, 49, 16661, 3, 5564, 107, 51, 3, 2824, 50, 0]"
"[59514, 38651, 7315, 0]","[59514, 23214, 23, 16450, 1802, 24156, 352, 37, 4527, 7529, 3022, 0]"
"[59514, 5637, 1151, 4586, 3878, 548, 0]","[59514, 15481, 4253, 10975, 9, 8238, 4586, 3878, 548, 5748, 93, 2, 81, 6587, 7, 4, 49, 15185, 442, 0]"
"[59514, 3453, 4516, 5860, 4, 3278, 6467, 453, 0]","[59514, 3453, 10698, 1405, 8, 3745, 32016, 1119, 1802, 24156, 352, 37, 49, 10624, 0]"
"[59514, 5077, 429, 2049, 0]","[59514, 5077, 429, 2049, 2049, 11258, 3462, 817, 158, 15125, 3, 4486, 122, 0]"
"[59514, 1789, 15246, 77, 11920, 20664, 21, 6114, 3412, 0]","[59514, 4366, 21854, 34, 8588, 2846, 635, 59, 34, 8588, 2846, 635, 850, 25509, 31, 19, 12111, 301, 548, 301, 331, 24, 3878, 11846, 0]"
"[59514, 35, 11949, 760, 23130, 0]","[59514, 80, 1725, 5, 8, 498, 40, 5891, 0]"
"[59514, 12406, 36335, 23882, 1129, 37, 0]","[59514, 40276, 19, 689, 22, 23596, 12268, 17456, 14637, 402, 38492, 0]"
"[59514, 3137, 0]","[59514, 5906, 0]"
"[59514, 24, 2114, 1004, 10642, 28, 0]","[59514, 24, 4482, 16, 18230, 3551, 28, 0]"
"[59514, 21165, 0]","[59514, 21165, 26396, 500, 790, 2085, 2921, 171, 41, 13572, 381, 4773, 657, 6587, 0]"
"[59514, 13191, 5651, 0]","[59514, 15335, 0]"
"[59514, 301, 548, 347, 0]","[59514, 301, 548, 927, 63, 16035, 313, 18, 34, 7722, 24, 18359, 3511, 28, 0]"
"[59514, 4697, 40857, 7821, 54, 0]","[59514, 1948, 12259, 7036, 19, 2428, 402, 29033, 54, 0]"
"[59514, 4622, 55, 86, 639, 12, 2097, 15, 191, 30360, 15388, 71, 4, 703, 7, 4, 4974, 15388, 30, 62, 111, 222, 3, 560, 32, 170, 354, 12, 4808, 4, 1462, 30360, 15388, 64, 62, 111, 226, 568, 30360, 664, 73, 3359, 212, 1673, 155, 7013, 7381, 3, 34920, 2097, 15, 191, 15388, 42, 542, 31670, 2662, 9, 4642, 529, 33, 6661, 9, 4, 1497, 7, 4, 34, 253, 36148, 576, 457, 4, 191, 1174, 15388, 3, 0]","[59514, 315, 12169, 2, 88, 10402, 13713, 17, 1578, 38, 784, 15388, 20, 6, 4698, 17, 8, 611, 5, 8, 15388, 14004, 36, 153, 402, 29033, 62, 111, 222, 402, 29033, 1958, 104, 81, 6, 82, 53, 1029, 5, 36313, 8, 15388, 20, 6, 4698, 17518, 17, 929, 5, 153, 402, 29033, 62, 111, 226, 402, 29033, 416, 527, 286, 76, 3108, 53, 20, 6, 3311, 13804, 740, 6885, 8, 2983, 20, 6, 501, 32149, 3, 37556, 3665, 38, 784, 15388, 5, 542, 14, 190, 2662, 9, 4642, 529, 44, 5288, 63, 8, 9379, 5, 8, 1283, 140, 20648, 51, 437, 8, 784, 15388, 583, 1174, 3, 0]"
"[59514, 8961, 7279, 37, 0]","[59514, 4193, 5, 2443, 402, 38492, 0]"
"[59514, 22509, 8241, 0]","[59514, 8241, 22, 15393, 0]"
"[59514, 402, 46302, 37, 0]","[59514, 402, 32823, 514, 402, 38492, 0]"
"[59514, 36008, 0]","[59514, 36008, 0]"
"[59514, 1789, 3307, 117, 9432, 1557, 3, 0]","[59514, 4366, 9315, 193, 3404, 5, 2099, 777, 21, 3188, 3, 0]"
